logp,category,role,tag,template,context_tag,context,id
-52.27539425473148,electronics,buyer,inquiry,that sounds more than fair {title} we got a deal. what time should i come by to pick it up?,counter-price,i bought this {title} for a lot more than that. the {title} is in excellent condition. how about {price}?,15635
-32.47119347232953,electronics,seller,inform,whenever is most convenient for you! i am flexible,inquiry,that sounds more than fair {title} we got a deal. what time should i come by to pick it up?,15636
-3.443879347940896,electronics,seller,offer,<offer>,inquiry,that sounds more than fair {title} we got a deal. what time should i come by to pick it up?,15637
-13.740413232019552,electronics,buyer,unknown,noon,offer,<offer>,15638
-3.568819410226794,electronics,buyer,accept,<accept>,offer,<offer>,15639
-5.631888775249492,housing,seller,intro,hello,<start>,<start>,15640
-70.10772520178045,housing,buyer,unknown,hello there. i was wondering if i would be able to stop by and check this house out to see the inside,intro,hello,15641
-54.18629055808063,housing,seller,inquiry,"sure, you can come by anytime after 1 pm tomorrow. how much are you hoping to spend on this?",unknown,hello there. i was wondering if i would be able to stop by and check this house out to see the inside,15642
-51.24522557904281,housing,buyer,init-price,"i am looking to pay around {price}, are you willing to lower the price you are asking?",inquiry,"sure, you can come by anytime after 1 pm tomorrow. how much are you hoping to spend on this?",15643
-55.844238952237085,housing,seller,counter-price,"yes, but {partner_price} seems a bit too much for me to lower it. does {price} work for you?",init-price,"i am looking to pay around {price}, are you willing to lower the price you are asking?",15644
-22.87011440933164,housing,buyer,inquiry,"well it is {title}, right?",counter-price,"yes, but {my_price} seems a bit too much for me to lower it. does {price} work for you?",15645
-41.56905650904602,housing,seller,inform,yes it is. it also has comcast cable with all channels and you get house cleaning twice per month.,inquiry,"well it is {title}, right?",15646
-48.893453792226644,housing,buyer,agree,okay that is a lot so i would be good with paying {partner_price},inform,yes it is. it also has comcast cable with all channels and you get house cleaning twice per month.,15647
-21.807695619484225,housing,seller,inquiry,"okay. so, do we have a deal?",agree,okay that is a lot so i would be good with paying {my_price},15648
-15.325375732739124,housing,buyer,inform,yup!,inquiry,"okay. so, do we have a deal?",15649
-3.443879347940896,housing,buyer,offer,<offer>,inquiry,"okay. so, do we have a deal?",15650
-13.051548664151888,housing,seller,unknown,good doing business with you.,offer,<offer>,15651
-3.568819410226794,housing,seller,accept,<accept>,offer,<offer>,15652
-24.636720073071285,electronics,buyer,vague-price,what is the lowest you can go?,intro,hey there are you interested in my {title} w {title}? its in great condition.,15653
-36.19094750280239,electronics,buyer,counter-price,i can pick it up but the best i can do is {price},init-price,i can part ways with it for about {price} if you can come and pick it up from my place and everything. does that sound like a fair deal? the original asking price is {price} higher than that.,15654
-3.443879347940896,electronics,seller,offer,<offer>,counter-price,i can pick it up but the best i can do is {price},15655
-7.857770182663594,electronics,buyer,reject,<reject>,offer,<offer>,15656
-5.631888775249492,housing,seller,intro,hello,<start>,<start>,15657
-38.45642055112423,housing,buyer,unknown,"i'm interested in this apartment, could you tell me a little bit more about it?",intro,hello,15658
-35.685401502725455,housing,buyer,unknown,"i don't have any pets, so that's not a problem. are any utilities included?",init-price,"it has a {title} to {title}, laundry, year lease, and modern. {listing_price} is what i am asking for it. no dogs, cats allowed.",15659
-29.325023469279884,housing,seller,unknown,"yes, all utilities are included, that includes wifi and cable.",unknown,"i don't have any pets, so that's not a problem. are any utilities included?",15660
-27.50078204863805,housing,buyer,inquiry,what floor is the apartment located on?,unknown,"yes, all utilities are included, that includes wifi and cable.",15661
-27.267836219678472,housing,seller,inform,"it is on the second floor, fireplace too, nice view.",inquiry,what floor is the apartment located on?,15662
-121.35796546637194,housing,buyer,counter-price,i have a bad knee and walking up stairs is difficult for me. i'd still be interested though if the price were right. would you consider {price} for the years lease and drop the wifi and cable? i have unlimited data on my phone and rarely watch television anyway.,inform,"it is on the second floor, fireplace too, nice view.",15663
-68.13464792101938,housing,seller,counter-price,"i am sorry, that is way too low for me to go. in this area, that would never happen. the lowest i can go is {price}.",counter-price,i have a bad knee and walking up stairs is difficult for me. i'd still be interested though if the price were right. would you consider {price} for the years lease and drop the wifi and cable? i have unlimited data on my phone and rarely watch television anyway.,15664
-7.710665888631531,housing,seller,quit,<quit>,counter-price,i have a bad knee and walking up stairs is difficult for me. i'd still be interested though if the price were right. would you consider {price} for the years lease and drop the wifi and cable? i have unlimited data on my phone and rarely watch television anyway.,15665
-37.33503442162254,bike,buyer,intro,"hi so i'm interested in the {title}, is there anything wrong with it?",<start>,<start>,15666
-18.42053296579172,bike,seller,disagree,"no, there's nothing wrong with it.",intro,"hi so i'm interested in the {title}, is there anything wrong with it?",15667
-32.67578667788849,bike,buyer,inquiry,"ok, how long have you had it for, why are you selling it?",disagree,"no, there's nothing wrong with it.",15668
-71.89798037064246,bike,seller,disagree,"i've had it for about a 6 months and i'm getting a car, so i won't be needing it as much.",inquiry,"ok, how long have you had it for, why are you selling it?",15669
-85.12615755662503,bike,buyer,init-price,"cool, so i'm interested in it. i'd like to pay {price}, is that doable? {listing_price} sounds like the price of a new {title}.",disagree,"i've had it for about a 6 months and i'm getting a car, so i won't be needing it as much.",15670
-48.242493610435,bike,buyer,unknown,"i still can't do that, do you have any asscessories you can throw in?",counter-price,"it may seem like alot, but it is a vintage {title} and it was made in italy. how about we meet in the middle and i'll let you have the {title} for {price}.",15671
-72.31669356463874,bike,seller,unknown,"i have a special tote bag that you can put it in after you fold it up. also, i can throw in a helmet.",unknown,"i still can't do that, do you have any asscessories you can throw in?",15672
-36.68397527443236,bike,buyer,counter-price,"ok, so with that stuff, i can do {price}, no more.",unknown,"i have a special tote bag that you can put it in after you fold it up. also, i can throw in a helmet.",15673
-41.39325714182864,bike,seller,agree,"i can let you have it for {partner_price}, no less than that.",counter-price,"ok, so with that stuff, i can do {price}, no more.",15674
-3.443879347940896,bike,seller,offer,<offer>,counter-price,"ok, so with that stuff, i can do {price}, no more.",15675
-3.568819410226794,bike,buyer,accept,<accept>,offer,<offer>,15676
-47.35068955585599,furniture,buyer,intro,"hi, i need a new bed and serta is a good brand, what shape is it in?",<start>,<start>,15677
-65.62102684581997,furniture,seller,unknown,"hello, it's in pretty good condition ... we've just used it for the guest room so it's not caved in or anything like that",intro,"hi, i need a new bed and serta is a good brand, what shape is it in?",15678
-67.04486271815946,furniture,buyer,init-price,i see ... the price is a little steep for me ... im a poor college student ... can you work with me at {price}?,unknown,"hello, it's in pretty good condition ... we've just used it for the guest room so it's not caved in or anything like that",15679
-113.10649661045136,furniture,seller,counter-price,"well im moving so i really need to get it out but that's a little low ... if you can do {price} i will throw in the sheets and comforter, plus and set of sheets ... they're really nice and high quality",init-price,i see ... the price is a little steep for me ... im a poor college student ... can you work with me at {price}?,15680
