,text,meta_text
27561,i will do 1250 but it will not include the deposit . i will allow you to make payments on the deposit . ,counter-price
27562,"okay , i'll take it . thank you ! ",agree
27563,<end>,<end>
27564,"hello , i came across your dining table and i have to have it . i see you are selling it at $150 but my budget is at $75 . are you willing to work with that ? ",init-price
27565,"sorry , that's half of what i am hoping to get . ",disagree
27566,i can go up to $100 but not more than that . can you help a brotha out ! ? ,counter-price
27567,are you able to go higher than $100 ? ,inquire
27568,unfortunately no i can't . $100 or bust . ,insist
27569,will you be picking it up yourself ? ,inquire
27570,"yes , just give me the address and i can do that . ",inform
27571,i only have a few hours available . ,supplemental
27572,"accept my offer , please . ",agree
27573,we need to make sure we hash out all the details or our chat will not be accepted and we will have to start another chat . ,unknown
27574,"i'm sorry , i didn't understand that . ",unknown
27575,sorry . what are the times you are available for pick-up ? ,inquire
27576,tomorrow 12-2 . can you come then ? ,inform
27577,i am off of work at 12 . i can come straight away and pick it up and pay for the table . is that okay ? ,agree
27578,great . ,thanks
27579,<end>,<end>
27580,i am very interested in this product . is it used ? ,inquire
27581,no . . it is brand new . it is really cool and everyone that has one raves about it . ,inform
27582,i have heard good things about them . does it have a name brand or just a generic brand ? ,inquire
27583,to be honest i do not know for sure . it is really sturdy and the quality for the price is a great deal . ,inform
27584,"i am interested , but 40 is a little steep for me . would you take 25 and i can come get it now ? ",init-price
27585,i wish i could . i could go as low as $35 but i can't go any lower . ,counter-price
27586,i can do 35 if you drop it off . ,agree
27587,sure . . great . thanks ,thanks
27588,<end>,<end>
27589,hello there i am selling this great home and was wondering what is your budget like ? ,inquire
27590,i am trying to stay under $1400 but i can budge a little on the price . ,init-price
27591,does the property have a big backyard or a pool ? ,inquire
27592,"no pool but if you can pay an extra 125 i can include a membership to the local pool which is very close , does that sound like a good thing to you ? ",inquire
27593,i do like idea of having access to a pool . ,inform
27594,yea great and i hear that they are kinda private too so you don't have to worry about alot of nasty things like pee in the pool ! ,supplemental
27595,"also you asked about the back yard which is actually huge , would you need me to get the measurements for you ? ",inquire
27596,i don't need exact measurements . i just wanted enough space for my dogs to run around . i see there are a lot of appliances included . ,inform
27597,i could so 1500 if there is a washer/dryer already installed . ,counter-price
27598,"yes we can include the washer and the dryer . i also would like to offer you some swimming goggles and suits and since you have dogs i could also throw in a dual doggy house for your backyard if you are able to pay just 50 more , 1550 total , what do you say ? ",counter-price
27599,<end>,<end>
27600,"hi , i see youre interested in my couch ",intro
27601,hi ! yes i'd love to buy a couch like this . seems to be a great deal too ! is it clean and in decent condition ? ,inquire
27602,"awesome , and its in pretty good condition . a little wear and tare but other than that its a fine piece of furniture ",inform
27603,awesome . can you deliver it to my place ? i don't have a truck to pick it up in . i'd gladly pay $50 if you're delivering . ,init-price
27604,yes i can ! ,agree
27605,sweet thanks ! ,thanks
27606,<end>,<end>
27607,"hello , you still have the bed frame and mattress ? ",inquire
27608,i sure do . just graduated and moving out . ,inform
27609,it's in good condition ? how long have you owned it ? ,inquire
27610,it's in great condition . i have only had it a year and i bought it brand new . ,inform
27611,"well , i am pretty stripped of cash at the moment . would you would be willing to negotiate the price ? ",inquire
27612,i was trying to get a hundred out of it to help out with the truck rental to move . whatcha say at $85 ? ,init-price
27613,at $85 it sounds great ! i'll pick it up to save you the troubles . ,agree
27614,<end>,<end>
27615,looks like that chair has seen better days ,intro
27616,"hi , yes but it's still very comfortable . no tears , no stains very well maintained . ",supplemental
27617,and at 5$ it's surely a steal ,init-price
27618,"well , seeing as how it's worn and fading , i could probably do 4 bucks ",counter-price
27619,"well normally i wouldn't agree to undercut my more than fair price , but i am kind of in a hurry to get rid of it so 4 will work for me if you will arrange for packing and logistics ",agree
27620,um . . so i have to come and pick it up ? ,inquire
27621,yes please ,inform
27622,"well , that's a bit of a deal breaker ain't it ? ",inquire
27623,"well 5$ vintage chair makes a good case , what do you say ? ",inquire
27624,"wait , what ? you know , i don't think we havea deal here . ",disagree
27625,<end>,<end>
27626,"hi , i'm interested in the persian rug . ",intro
27627,great ,intro
27628,it looks a little worn out to me . ,supplemental
27629,really ? it's in great condition . ,supplemental
27630,"oh , okay , maybe it's just the picture . would you take $200 for it ? ",init-price
27631,that's too low . i'm sorry . ,disagree
27632,i might go down to 285 . ,counter-price
27633,how about $225 ? ,counter-price
27634,"if you can come and pick it up today , i'll take 175 cash . final offer . ",counter-price
27635,deal ! $175 and i'll pick it up today . ,agree
27636,sorry typo i meant 275 . can you change the offer ? ,counter-price
27637,"i don't think so , either you have to accept it or reject it . ",supplemental
27638,oh well . . . lol ,supplemental
27639,<end>,<end>
27640,"hello , i'll offer you $301 for your couch ",init-price
27641,it's been professionally cleaned and in a non smoking house ,supplemental
27642,"i will bring my friends to come pick it up and you won't have to lift a finger , deal ? ",inquire
27643,deal ,agree
27644,<end>,<end>
27645,hi ! ,intro
27646,hello how are you doing today ? are you interested in our offer today ? two for the price of one . $50 ,init-price
27647,i am very interested in your offer ! what is the condition of the bookcase does it have scratches dings dents etc ? ,inquire
